"ID" "cov" "y"
"87" 6 0.785714285714286 0.91041726458498
"88" 6 0.857142857142857 0.956202032212103
"89" 6 0.928571428571428 0.900884811229108
"90" 6 1 0.918302010606403
"91" 7 0 0.727026198857708
"92" 7 0.0714285714285714 0.672598251849097
"93" 7 0.142857142857143 0.697232476291781
"94" 7 0.214285714285714 0.718371540532021
"95" 7 0.285714285714286 0.786248113722093
"96" 7 0.357142857142857 0.80528819894854
"97" 7 0.428571428571429 0.821058494232838
"98" 7 0.5 0.725693878927395
"99" 7 0.571428571428571 0.818549489712175
"100" 7 0.642857142857143 0.783395171034103
"101" 7 0.714285714285714 0.765479307232004
"102" 7 0.785714285714286 0.80040847723515
"103" 7 0.857142857142857 0.72487408775171
"104" 7 0.928571428571428 0.741747027813463
"105" 7 1 0.830120685662287
"106" 8 0 0.591073909084906
"107" 8 0.0714285714285714 0.656566751560833
"108" 8 0.142857142857143 0.722615631509478
"109" 8 0.214285714285714 0.878535352112101
"110" 8 0.285714285714286 0.601989545224425
"111" 8 0.357142857142857 0.862834588150307
"112" 8 0.428571428571429 0.690365899448314
"113" 8 0.5 0.888787644542948
"114" 8 0.571428571428571 0.731518018592314
"115" 8 0.642857142857143 0.835231750081532
"116" 8 0.714285714285714 0.92868849759698
"117" 8 0.785714285714286 0.934823412990903
"118" 8 0.857142857142857 0.94666112553377
"119" 8 0.928571428571428 0.902922768910781
"120" 8 1 0.955105709595953
"121" 9 0 0.891652708538297
"122" 9 0.0714285714285714 0.743560562365947
"123" 9 0.142857142857143 0.76530867622149
"124" 9 0.214285714285714 0.826582950524776
"125" 9 0.285714285714286 0.928514757950818
"126" 9 0.357142857142857 0.890801446066919
"127" 9 0.428571428571429 0.912717436259106
"128" 9 0.5 0.862598069040447
"129" 9 0.571428571428571 0.937373237880431
"130" 9 0.642857142857143 0.837031922167603
"131" 9 0.714285714285714 0.953015350294205
"132" 9 0.785714285714286 0.839796210933256
"133" 9 0.857142857142857 0.984153123952785
"134" 9 0.928571428571428 0.99073826742606
"135" 9 1 0.976461327996737
"136" 10 0 0.746168519547026
"137" 10 0.0714285714285714 0.666842128853317
"138" 10 0.142857142857143 0.698408650189
"139" 10 0.214285714285714 0.768057017173119
"140" 10 0.285714285714286 0.757770251640355
"141" 10 0.357142857142857 0.780533475304537
"142" 10 0.428571428571429 0.848496950318153
"143" 10 0.5 0.883094044758764
"144" 10 0.571428571428571 0.812769636941569
"145" 10 0.642857142857143 0.801060230514696
"146" 10 0.714285714285714 0.800985442026497
"147" 10 0.785714285714286 0.880945745930025
"148" 10 0.857142857142857 0.923619417436374
"149" 10 0.928571428571428 0.735378199935557
"150" 10 1 0.899743129680976
